Accession,Host
NC_029022,Clostridium tetani
NC_029023,Shimwellia blattae
NC_029024,Bacillus cereus
NC_029025,Staphylococcus haemolyticus
NC_029026,Enterococcus faecalis
NC_029028,Escherichia coli
NC_029029,Brevibacillus laterosporus
NC_029030,Streptococcus mutans
NC_029031,Synechococcus sp. WH 7803
NC_029032,Phormidium sp. MIS-PhA
NC_029033,Achromobacter xylosoxidans
NC_028247,Citrobacter freundii
NC_028742,Mycolicibacterium smegmatis
NC_028743,Mannheimia haemolytica
NC_028744,Mycolicibacterium smegmatis
NC_028652,Pseudomonas aeruginosa
NC_028653,Gordonia terrae
NC_028654,Mycolicibacterium smegmatis
NC_028655,Yersinia enterocolitica
NC_028656,Escherichia coli
NC_028657,Pseudomonas aeruginosa
NC_028658,Mycolicibacterium smegmatis
NC_028659,Klebsiella pneumoniae
NC_028660,Escherichia coli
NC_028661,Pseudomonas syringae
NC_028662,Mycolicibacterium phlei
NC_028663,Prochlorococcus marinus
NC_028664,Klebsiella pneumoniae
NC_028665,Gordonia terrae
NC_028666,Streptococcus parauberis
NC_028667,Pseudomonas aeruginosa
NC_028668,Gordonia malaquae
NC_028669,Staphylococcus aureus
NC_028670,Klebsiella pneumoniae
NC_028672,Cronobacter sp.
NC_028673,Gordonia malaquae
NC_028674,Mycolicibacterium smegmatis
NC_028675,Acinetobacter baumannii
NC_028676,Sinorhizobium meliloti
NC_028677,Rhodococcus erythropolis
NC_028678,Mycolicibacterium smegmatis
NC_028679,Acinetobacter baumannii
NC_028680,Mycolicibacterium smegmatis
NC_028681,Mycolicibacterium smegmatis
NC_028682,Mycolicibacterium smegmatis
NC_028683,Edwardsiella ictaluri
NC_028684,Acinetobacter baumannii
NC_028685,Shigella sonnei
NC_028687,Mycolicibacterium smegmatis
NC_028688,Klebsiella pneumoniae
NC_028689,Mycolicibacterium smegmatis
NC_028690,Mycolicibacterium smegmatis
NC_028691,Mycolicibacterium smegmatis
NC_028694,Cutibacterium acnes
NC_028697,Streptococcus pyogenes
NC_028698,Salmonella enterica
NC_028699,Salmonella enterica
NC_028700,Streptococcus pyogenes
NC_028702,Delftia sp. 670
NC_028448,Escherichia coli
NC_028449,Escherichia coli
NC_028256,Aeropyrum pernix
NC_028268,Aeropyrum pernix
NC_028248,Escherichia coli
NC_027983,Escherichia coli
NC_027987,Leuconostoc mesenteroides
NC_027995,Escherichia coli
NC_027979,Escherichia coli
NC_027980,Enterobacter cloacae
NC_027981,Vibrio parahaemolyticus
NC_027982,Limosilactobacillus fermentum
NC_027984,Escherichia coli
NC_027985,Mycolicibacterium smegmatis
NC_027993,Escherichia coli
NC_027994,Escherichia coli
NC_027997,Campylobacter sp.
NC_027620,Cutibacterium acnes
NC_027621,Cutibacterium acnes
NC_027622,Cutibacterium acnes
NC_027624,Cutibacterium acnes
NC_027625,Cutibacterium acnes
NC_027626,Cutibacterium acnes
NC_027627,Cutibacterium acnes
NC_027628,Cutibacterium acnes
NC_027629,Cutibacterium acnes
NC_027630,Cutibacterium acnes
NC_027295,Cutibacterium acnes
NC_027296,Rhizobium etli
NC_027297,Salmonella enterica
NC_027299,Sulfitobacter sp. CB2047
NC_027329,Salmonella enterica
NC_027330,Escherichia coli
NC_027331,Citrobacter freundii
NC_027332,Acinetobacter baumannii
NC_027333,Cutibacterium acnes
NC_027334,Aurantimonas sp. C5-1
NC_027336,Cutibacterium acnes
NC_027337,Escherichia coli
NC_027339,Shigella flexneri
NC_027340,Erwinia amylovora
NC_027341,Lactococcus lactis
NC_027342,Proteus mirabilis
NC_027345,Pseudomonas aeruginosa
NC_027346,Cutibacterium acnes
NC_027347,Cutibacterium acnes
NC_027348,Delftia tsuruhatensis
NC_027350,Citrobacter freundii
NC_027352,Bacillus cereus
NC_027353,Yersinia pestis
NC_027354,Cutibacterium acnes
NC_027355,Bacillus cereus
NC_027356,Escherichia coli
NC_027357,Cutibacterium acnes
NC_027358,Leuconostoc mesenteroides
NC_027360,Salmonella enterica
NC_027361,Cutibacterium acnes
NC_027362,Cutibacterium acnes
NC_027363,Proteus mirabilis
NC_027364,Escherichia coli
NC_027365,Mycolicibacterium smegmatis
NC_027366,Priestia megaterium
NC_027367,Cutibacterium acnes
NC_027368,Vibrio vulnificus
NC_027369,Escherichia coli
NC_027370,Cutibacterium acnes
NC_027371,Cutibacterium acnes
NC_027372,Priestia megaterium
NC_027373,Cutibacterium acnes
NC_027374,Priestia megaterium
NC_027375,Pseudomonas aeruginosa
NC_027376,Cutibacterium acnes
NC_027377,Leuconostoc mesenteroides
NC_027378,Escherichia coli
NC_027379,Proteus mirabilis
NC_027380,Cutibacterium acnes
NC_027381,Escherichia coli
NC_027382,Shigella flexneri
NC_027383,Escherichia coli
NC_027384,Pseudomonas aeruginosa
NC_027385,Cutibacterium acnes
NC_027386,Cutibacterium acnes
NC_027387,Escherichia coli
NC_027388,Pseudomonas aeruginosa
NC_027389,Cutibacterium acnes
NC_027390,Proteus mirabilis
NC_027391,Cutibacterium acnes
NC_027392,Cutibacterium acnes
NC_027393,Vibrio cholerae
NC_027394,Priestia megaterium
NC_027395,Escherichia coli
NC_027396,Streptococcus pneumoniae
NC_027397,Vibrio cholerae
NC_027398,Shigella flexneri
NC_027399,Klebsiella pneumoniae
NC_027400,Cutibacterium acnes
NC_027401,Cutibacterium acnes
NC_027403,Cutibacterium acnes
NC_027405,Cutibacterium acnes
NC_027292,Pseudomonas fluorescens
NC_027294,Cutibacterium acnes
NC_027293,Citrobacter freundii
NC_027204,Sinorhizobium meliloti
NC_027125,Flavobacterium columnare
NC_021190,Escherichia coli
NC_027118,Vibrio cholerae
NC_027119,Salmonella enterica
NC_027120,Lactococcus lactis
NC_026583,Mycolicibacterium smegmatis
NC_026584,Mycolicibacterium smegmatis
NC_026585,Mycolicibacterium smegmatis
NC_026586,Pseudomonas aeruginosa
NC_026587,Pseudomonas aeruginosa
NC_026589,Mycolicibacterium smegmatis
NC_026590,Mycolicibacterium smegmatis
NC_026591,Mycolicibacterium smegmatis
NC_026593,Mycolicibacterium smegmatis
NC_026594,Pseudomonas aeruginosa
NC_026596,Mycolicibacterium smegmatis
NC_026598,Mycolicibacterium smegmatis
NC_026599,Pseudomonas aeruginosa
NC_026600,Pseudomonas aeruginosa
NC_026601,Pseudomonas aeruginosa
NC_026602,Pseudomonas aeruginosa
NC_026603,Mycolicibacterium smegmatis
NC_026604,Mycolicibacterium smegmatis
NC_026605,Mycolicibacterium smegmatis
NC_026606,Arthrobacter sp.
NC_026608,Paracoccus marcusii
NC_026609,Lactobacillus delbrueckii
NC_026010,Shigella flexneri
NC_026014,Escherichia coli
NC_026016,Staphylococcus aureus
NC_026017,Salmonella enterica
NC_025822,Vibrio alginolyticus
NC_025829,Shigella sonnei
NC_025830,Escherichia coli
NC_023693,Escherichia coli
NC_025416,Staphylococcus aureus
NC_025417,Staphylococcus xylosus
NC_025422,Caulobacter vibrioides
NC_025423,Bacillus cereus
NC_025434,Shigella flexneri
NC_025437,Shigella flexneri
NC_025440,Listeria monocytogenes
NC_025441,Escherichia coli
NC_025445,Escherichia coli
NC_025446,Escherichia coli
NC_025453,Enterococcus faecalis
NC_025454,Ralstonia solanacearum
NC_025460,Staphylococcus aureus
NC_025470,Shewanella sp.
NC_025471,Idiomarinaceae bacterium M2-2
NC_025415,Lactobacillus delbrueckii
NC_025419,Escherichia coli
NC_025420,Lactobacillus delbrueckii
NC_025421,Lactobacillus delbrueckii
NC_025424,Bacillus thuringiensis
NC_025425,Escherichia coli
NC_025426,Staphylococcus aureus
NC_025427,Rhizobium leguminosarum
NC_025428,Ruegeria pomeroyi
NC_025429,Rhizobium leguminosarum
NC_025430,Escherichia coli
NC_025431,Mesorhizobium loti
NC_025433,Mycolicibacterium smegmatis
NC_025436,Shewanella sp.
NC_025438,Mycolicibacterium smegmatis
NC_025439,Idiomarinaceae bacterium N2-2
NC_025442,Salmonella enterica
NC_025443,Salmonella enterica
NC_025447,Escherichia coli
NC_025448,Escherichia coli
NC_025449,Escherichia coli
NC_025450,Lelliottia sp. GL2
NC_025451,Yersinia enterocolitica
NC_025452,Dickeya sp.
NC_025455,Synechococcus sp. CB0208
NC_025456,Synechococcus sp. CB0101
NC_025457,Acinetobacter baumannii
NC_025458,Shewanella sp.
NC_025459,Aeromonas hydrophila
NC_025461,Synechococcus sp. CB0101
NC_025462,Acinetobacter baumannii
NC_025463,Shewanella sp.
NC_025464,Synechococcus sp. CB0101
NC_025465,Enterococcus faecalis
NC_025466,Shewanella sp.
NC_025467,Enterococcus faecium
NC_025213,Nanohaloarchaea archaeon AB578-D14
NC_025115,Ralstonia solanacearum
NC_024782,Pseudomonas aeruginosa
NC_024783,Escherichia coli
NC_024784,Escherichia coli
NC_024785,Acinetobacter baumannii
NC_024787,Listeria monocytogenes
NC_024789,Escherichia coli
NC_024790,Escherichia coli
NC_024791,Vibrio cholerae
NC_024792,Bacillus pumilus
NC_024793,Escherichia coli
NC_024794,Escherichia coli
NC_024354,Cronobacter sakazakii
NC_024356,Enterococcus faecium
NC_024358,Trichormus variabilis
NC_024359,Listeria monocytogenes
NC_024362,Pseudomonas syringae
NC_024363,Mycolicibacterium smegmatis
NC_024366,Mycolicibacterium smegmatis
NC_024367,Dinoroseobacter shibae
NC_024368,Mycolicibacterium smegmatis
NC_024369,Vibrio cholerae
NC_024371,Mycolicibacterium smegmatis
NC_024375,Listeria monocytogenes
NC_024378,Leuconostoc mesenteroides
NC_024379,Escherichia coli
NC_024380,Leuconostoc pseudomesenteroides
NC_024381,Pseudomonas aeruginosa
NC_024383,Listeria monocytogenes
NC_024384,Listeria monocytogenes
NC_024385,Leuconostoc pseudomesenteroides
NC_024386,Leuconostoc mesenteroides
NC_024387,Listeria monocytogenes
NC_024388,Leuconostoc mesenteroides
NC_024389,Leuconostoc mesenteroides
NC_024390,Leuconostoc pseudomesenteroides
NC_024391,Staphylococcus aureus
NC_024392,Listeria monocytogenes
NC_024330,Pseudomonas aeruginosa
NC_024357,Streptococcus pneumoniae
NC_024360,Listeria monocytogenes
NC_024361,Streptococcus pneumoniae
NC_024364,Listeria monocytogenes
NC_024365,Pseudomonas syringae
NC_024370,Streptococcus pneumoniae
NC_023558,Cronobacter turicensis
NC_024203,Lactococcus lactis
NC_024204,Salmonella enterica
NC_024208,Lactococcus lactis
NC_024209,Mycolicibacterium smegmatis
NC_024212,Enterococcus faecalis
NC_024214,Lactococcus lactis
NC_024215,Lactococcus lactis
NC_024216,Bacillus thuringiensis
NC_024134,Escherichia coli
NC_024135,Mycolicibacterium smegmatis
NC_024136,Mycolicibacterium smegmatis
NC_024137,Bacillus cereus
NC_024138,Mycolicibacterium smegmatis
NC_024139,Escherichia coli
NC_024140,Pseudomonas aeruginosa
NC_024141,Mycolicibacterium smegmatis
NC_024143,Mycolicibacterium smegmatis
NC_024146,Escherichia coli
NC_024147,Mycolicibacterium smegmatis
NC_024148,Mycolicibacterium smegmatis
NC_024149,Lactococcus garvieae
NC_024121,Serratia marcescens
NC_024123,Pseudomonas aeruginosa
NC_024125,Escherichia coli
NC_022768,Salmonella enterica
NC_022774,Priestia megaterium
NC_022980,Brevibacillus laterosporus
NC_023741,Mycolicibacterium smegmatis
NC_023742,Mycolicibacterium smegmatis
NC_023744,Mycobacterium tuberculosis
NC_023745,Mycolicibacterium smegmatis
NC_023746,Mycolicibacterium smegmatis
NC_023747,Mycolicibacterium smegmatis
NC_023748,Mycolicibacterium smegmatis
NC_023865,Pectobacterium carotovorum
NC_023859,Microbacterium oxydans
NC_023862,Mycolicibacterium smegmatis
NC_023863,Vibrio anguillarum
NC_023686,Mycolicibacterium smegmatis
NC_023687,Mycolicibacterium smegmatis
NC_023688,Aeromonas salmonicida
NC_023689,Mycolicibacterium smegmatis
NC_023690,Mycolicibacterium smegmatis
NC_023691,Mycolicibacterium smegmatis
NC_023692,Mycolicibacterium smegmatis
NC_023694,Prescottella equi
NC_023695,Mycolicibacterium smegmatis
NC_023696,Mycolicibacterium smegmatis
NC_023697,Mycolicibacterium smegmatis
NC_023698,Mycolicibacterium smegmatis
NC_023699,Mycolicibacterium smegmatis
NC_023700,Pseudomonas aeruginosa
NC_023701,Mycolicibacterium smegmatis
NC_023702,Mycolicibacterium smegmatis
NC_023703,Mycolicibacterium smegmatis
NC_023704,Mycolicibacterium smegmatis
NC_023705,Mycolicibacterium smegmatis
NC_023706,Prescottella equi
NC_023707,Mycolicibacterium smegmatis
NC_023708,Mycolicibacterium smegmatis
NC_023709,Mycolicibacterium smegmatis
NC_023710,Mycolicibacterium smegmatis
NC_023711,Mycolicibacterium smegmatis
NC_023712,Mycolicibacterium smegmatis
NC_023713,Mycolicibacterium smegmatis
NC_023714,Mycolicibacterium smegmatis
NC_023715,Yersinia pestis
NC_023716,Mycolicibacterium smegmatis
NC_023717,Cronobacter sakazakii
NC_023719,Priestia megaterium
NC_023720,Mycolicibacterium smegmatis
NC_023721,Mycolicibacterium smegmatis
NC_023722,Prescottella equi
NC_023723,Mycolicibacterium smegmatis
NC_023724,Mycolicibacterium smegmatis
NC_023725,Mycolicibacterium smegmatis
NC_023726,Mycolicibacterium smegmatis
NC_023727,Mycolicibacterium smegmatis
NC_023728,Mycolicibacterium smegmatis
NC_023729,Mycolicibacterium smegmatis
NC_023730,Mycolicibacterium smegmatis
NC_023731,Mycolicibacterium smegmatis
NC_023732,Mycolicibacterium smegmatis
NC_023733,Mycolicibacterium smegmatis
NC_023734,Psychrobacter sp. MV2
NC_023735,Prescottella equi
NC_023736,Ralstonia solanacearum
NC_023737,Mycolicibacterium smegmatis
NC_023738,Mycolicibacterium smegmatis
NC_023739,Mycolicibacterium smegmatis
NC_023740,Mycolicibacterium smegmatis
NC_023743,Escherichia coli
NC_023549,Clavibacter michiganensis
NC_023550,Staphylococcus aureus
NC_023551,Enterococcus sp.
NC_023552,Mycolicibacterium smegmatis
NC_023553,Mycolicibacterium smegmatis
NC_023554,Mycolicibacterium smegmatis
NC_023555,Edwardsiella ictaluri
NC_023556,Achromobacter xylosoxidans
NC_023557,Erwinia amylovora
NC_023561,Enterobacter cloacae
NC_023562,Mycolicibacterium smegmatis
NC_023563,Mycolicibacterium smegmatis
NC_023564,Mycolicibacterium smegmatis
NC_023565,Mycolicibacterium smegmatis
NC_023566,Rhizobium gallicum
NC_023569,Vibrio parahaemolyticus
NC_023570,Acinetobacter baumannii
NC_023572,Mycolicibacterium smegmatis
NC_023574,Lactococcus lactis
NC_023577,Mycolicibacterium smegmatis
NC_023578,Mycolicibacterium smegmatis
NC_023579,Erwinia amylovora
NC_023580,Mycolicibacterium smegmatis
NC_023581,Acinetobacter nosocomialis
NC_023582,Staphylococcus epidermidis
NC_023584,Synechococcus sp. WH 7803
NC_023587,Synechococcus sp. WH 7803
NC_023588,Stenotrophomonas maltophilia
NC_023589,Shigella boydii
NC_023590,Acinetobacter baumannii
NC_023593,Escherichia coli
NC_023597,Mycolicibacterium smegmatis
NC_023599,Bacillus thuringiensis
NC_023604,Mycolicibacterium smegmatis
NC_023605,Vibrio alginolyticus
NC_023606,Mycolicibacterium smegmatis
NC_023609,Mycolicibacterium smegmatis
NC_023612,Geobacillus kaustophilus
NC_023614,Croceibacter atlanticus
NC_023548,Citrobacter rodentium
NC_023560,Oenococcus oeni
NC_023568,Vibrio harveyi
NC_023571,Oenococcus oeni
NC_023573,Staphylococcus aureus
NC_023575,Pseudomonas aeruginosa
NC_023576,Citrobacter rodentium
NC_023583,Pseudomonas aeruginosa
NC_023585,Saccharolobus solfataricus
NC_023592,Haloarcula hispanica
NC_023595,Enterococcus faecalis
NC_023608,Salmonella enterica
NC_023610,Erwinia amylovora
NC_023498,Mycolicibacterium smegmatis
NC_023499,Staphylococcus aureus
NC_023500,Staphylococcus aureus
NC_023502,Rhizobium leguminosarum
NC_023503,Streptococcus thermophilus
NC_022762,Lactobacillus delbrueckii
NC_022764,Priestia megaterium
NC_022763,Bacillus thuringiensis
NC_022765,Bacillus pumilus
NC_022766,Bacillus pumilus
NC_022767,Priestia megaterium
NC_022769,Bacillus thuringiensis
NC_022770,Priestia megaterium
NC_022771,Bacillus subtilis
NC_022772,Salmonella enterica
NC_022773,Bacillus pumilus
NC_023007,Bacillus anthracis
NC_023009,Staphylococcus aureus
NC_022989,Lactobacillus delbrueckii
NC_022965,Mycolicibacterium smegmatis
NC_022966,Pseudomonas aeruginosa
NC_022967,Pseudomonas aeruginosa
NC_022968,Escherichia coli
NC_022969,Mycolicibacterium smegmatis
NC_022970,Pseudomonas aeruginosa
NC_022971,Pseudomonas aeruginosa
NC_022972,Arthrobacter sp.
NC_022973,Mycolicibacterium smegmatis
NC_022974,Pseudomonas aeruginosa
NC_022975,Mycolicibacterium smegmatis
NC_022976,Mycolicibacterium smegmatis
NC_022977,Mycolicibacterium smegmatis
NC_022979,Mycolicibacterium smegmatis
NC_022981,Mycolicibacterium smegmatis
NC_022982,Xylella fastidiosa
NC_022983,Mycolicibacterium smegmatis
NC_022984,Mycolicibacterium smegmatis
NC_022985,Mycolicibacterium smegmatis
NC_022986,Pseudomonas aeruginosa
NC_022987,Xylella fastidiosa
NC_022988,Mycolicibacterium smegmatis
NC_022914,Staphylococcus saprophyticus
NC_022915,Ralstonia solanacearum
NC_022916,Burkholderia cenocepacia
NC_022917,Ralstonia solanacearum
NC_022791,Streptococcus pneumoniae
NC_022761,Bacillus subtilis
NC_022776,Streptococcus thermophilus
NC_022746,Pseudomonas aeruginosa
NC_022747,Vibrio cholerae
NC_022749,Shigella flexneri
NC_022750,Escherichia coli
NC_022751,Leptolyngbya foveolarum
NC_022752,Salmonella enterica
NC_022753,Mycolicibacterium smegmatis
NC_022754,Salmonella enterica
NC_022756,Lacticaseibacillus paracasei
NC_022757,Lacticaseibacillus paracasei
NC_022323,Escherichia coli
NC_022328,Mycolicibacterium smegmatis
NC_022329,Mycolicibacterium smegmatis
NC_022330,Mycolicibacterium smegmatis
NC_022334,Cutibacterium acnes
NC_022335,Cutibacterium acnes
NC_022336,Cutibacterium acnes
NC_022337,Cutibacterium acnes
NC_022338,Cutibacterium acnes
NC_022339,Cutibacterium acnes
NC_022340,Cutibacterium acnes
NC_022341,Cutibacterium acnes
NC_022342,Cutibacterium acnes
NC_022085,Mycolicibacterium smegmatis
NC_022086,Mycolicibacterium smegmatis
NC_022087,Mycolicibacterium smegmatis
NC_022090,Staphylococcus aureus
NC_022091,Pseudomonas aeruginosa
NC_022094,Bacillus anthracis
NC_022096,Pseudomonas aeruginosa
NC_022053,Mycolicibacterium smegmatis
NC_022055,Mycolicibacterium smegmatis
NC_022057,Mycolicibacterium smegmatis
NC_022058,Mycolicibacterium smegmatis
NC_022059,Mycolicibacterium smegmatis
NC_022060,Mycolicibacterium smegmatis
NC_022063,Mycolicibacterium smegmatis
NC_022065,Mycolicibacterium smegmatis
NC_022066,Mycolicibacterium smegmatis
NC_022067,Mycolicibacterium smegmatis
NC_022068,Mycolicibacterium smegmatis
NC_022069,Mycolicibacterium smegmatis
NC_022070,Mycolicibacterium smegmatis
NC_021783,Salmonella enterica
NC_021788,Cellulophaga baltica
NC_021789,Cellulophaga baltica
NC_021790,Cellulophaga baltica
NC_021791,Cellulophaga baltica
NC_021792,Cellulophaga baltica
NC_021793,Cellulophaga baltica
NC_021794,Cellulophaga baltica
NC_021795,Cellulophaga baltica
NC_021796,Cellulophaga baltica
NC_021797,Cellulophaga baltica
NC_021798,Cellulophaga baltica
NC_021799,Cellulophaga baltica
NC_021800,Cellulophaga baltica
NC_021801,Staphylococcus aureus
NC_021802,Cellulophaga baltica
NC_021803,Cellulophaga baltica
NC_021804,Cellulophaga baltica
NC_021805,Cellulophaga baltica
NC_021806,Cellulophaga baltica
NC_021856,Bacillus subtilis
NC_021861,Lactococcus lactis
NC_021862,Ralstonia solanacearum
NC_021863,Staphylococcus aureus
NC_021864,Candidatus Puniceispirillum marinum
NC_021865,Paenibacillus larvae
NC_021866,Ralstonia solanacearum
NC_021867,Flavobacterium psychrophilum
NC_021868,Streptococcus pneumoniae
NC_021772,Salmonella enterica
NC_021773,Staphylococcus aureus
NC_021774,Salmonella enterica
NC_021775,Salmonella enterica
NC_021776,Vibrio parahaemolyticus
NC_021779,Salmonella enterica
NC_021780,Salmonella enterica
NC_021782,Salmonella enterica
NC_021556,Mycobacterium tuberculosis
NC_021562,Vibrio cholerae
NC_021569,Stenotrophomonas maltophilia
NC_021557,Agrobacterium tumefaciens
NC_021558,Paenibacillus glucanolyticus
NC_021559,Prochlorococcus marinus
NC_021560,Agrobacterium tumefaciens
NC_021561,Vibrio sp. YD38
NC_021530,Synechococcus sp. WH 7803
NC_021531,Cronobacter sakazakii
NC_021532,Alteromonas macleodii
NC_021533,Mycolicibacterium smegmatis
NC_021534,Vibrio sp. YD38
NC_021535,Mycolicibacterium smegmatis
NC_021536,Synechococcus sp. WH 7803
NC_021538,Mycolicibacterium smegmatis
NC_021540,Vibrio cholerae
NC_021471,Haloarcula sinaiiensis
NC_021316,Acinetobacter baumannii
NC_021318,Mycobacterium tuberculosis
NC_021319,Haloarcula californiae
NC_021320,Halorubrum sp. s5a-3
NC_021321,Halorubrum sp. B2-2
NC_021322,Haloarcula hispanica
NC_021323,Staphylococcus aureus
NC_021324,Mycolicibacterium smegmatis
NC_021325,Clostridium perfringens
NC_021326,Staphylococcus aureus
NC_021327,Haloarcula californiae
NC_021328,Halogranum sp. SS5-1
NC_021329,Halorubrum sp. s5a-3
NC_021330,Haloarcula californiae
NC_021331,Shigella flexneri
NC_021332,Staphylococcus aureus
NC_021334,Mycolicibacterium smegmatis
NC_021335,Halorubrum sp. B2-2
NC_021336,Bacillus mycoides
NC_021337,Acinetobacter baumannii
NC_021338,Mycobacterium tuberculosis
NC_021339,Streptomyces lividans
NC_021340,Haloarcula hispanica
NC_021342,Edwardsiella ictaluri
NC_021343,Burkholderia pseudomallei
NC_021344,Escherichia coli
NC_021346,Mycolicibacterium smegmatis
NC_021347,Prescottella equi
NC_021348,Mycolicibacterium smegmatis
NC_021349,Mycolicibacterium smegmatis
NC_021297,Mycolicibacterium smegmatis
NC_021298,Streptomyces lividans
NC_021299,Mycolicibacterium smegmatis
NC_021300,Pseudoalteromonas marina
NC_021301,Mycolicibacterium smegmatis
NC_021302,Mycolicibacterium smegmatis
NC_021304,Streptomyces lividans
NC_021305,Mycolicibacterium smegmatis
NC_021307,Mycolicibacterium smegmatis
NC_021308,Mycolicibacterium smegmatis
NC_021309,Mycolicibacterium smegmatis
NC_021310,Mycolicibacterium smegmatis
NC_021311,Mycolicibacterium smegmatis
NC_021067,Vibrio splendidus
NC_021068,Aliivibrio fischeri
NC_021070,Vibrio splendidus
NC_021072,Synechococcus sp. WH 7803
NC_021073,Vibrio splendidus
NC_021061,Mycolicibacterium smegmatis
NC_021062,Pseudomonas fluorescens
NC_021063,Mycobacterium avium
NC_020998,Haloarcula hispanica
NC_020870,Leuconostoc pseudomesenteroides
NC_020871,Listeria monocytogenes
NC_020873,Bacillus cereus
NC_020876,Mycolicibacterium smegmatis
NC_020877,Staphylococcus aureus
NC_020879,Aeromonas sp.
NC_020880,Leuconostoc pseudomesenteroides
NC_020883,Bacillus subtilis
NC_020835,Prochlorococcus marinus
NC_020837,Synechococcus sp. WH 7803
NC_020838,Synechococcus sp. WH 7803
NC_020841,Psychrobacter sp. OW20
NC_020842,Cellulophaga sp. MM#3
NC_020846,Vibrio sp. YD21
NC_020848,Vibrio parahaemolyticus
NC_020849,Pseudoalteromonas sp. YD6
NC_020850,Vibrio parahaemolyticus
NC_020851,Synechococcus sp. WH 7803
NC_020854,Synechococcus sp. WH 7803
NC_020856,Sulfitobacter sp. CB2047
NC_020858,Sulfitobacter sp. CB2047
NC_020859,Synechococcus sp. WH 7803
NC_020860,Cellulophaga sp. MM#3
NC_020862,Sulfitobacter sp. CB2047
NC_020863,Vibrio natriegens
NC_020865,Synechococcus sp. WH 7803
NC_020867,Synechococcus sp. WH 8101
NC_020868,Vibrio parahaemolyticus
NC_020872,Prochlorococcus marinus
NC_020874,Prochlorococcus marinus
NC_020875,Synechococcus sp. WH 8018
NC_020878,Prochlorococcus marinus
NC_020489,Rhodobacter capsulatus
NC_020477,Bacillus pumilus
NC_020478,Bacillus pumilus
NC_020479,Bacillus pumilus
NC_020480,Bacillus pumilus
NC_020481,Candidatus Pelagibacter ubique
NC_020482,Candidatus Pelagibacter ubique
NC_020483,Candidatus Pelagibacter ubique
NC_020484,Candidatus Pelagibacter ubique
NC_020486,Synechococcus sp. WH 7803
NC_020488,Vibrio vulnificus
NC_020416,Salmonella enterica
NC_016989,Haloarcula hispanica
NC_019925,Dickeya solani
NC_020078,Cronobacter sakazakii
NC_020079,Escherichia coli
NC_020080,Klebsiella pneumoniae
NC_020081,Bacillus pumilus
NC_020201,Pectobacterium atrosepticum
NC_020204,Klebsiella pneumoniae
NC_020205,Xanthomonas citri
NC_020197,Streptococcus thermophilus
NC_020158,Haloarcula vallismortis
NC_020159,Halorubrum sodomense
NC_020083,Serratia sp. (in: enterobacteria)
NC_019519,Agrobacterium tumefaciens
NC_019521,Sphingomonas paucimobilis
NC_019704,Escherichia coli
NC_019909,Yersinia enterocolitica
NC_019912,Bacillus thuringiensis
NC_019913,Pseudomonas aeruginosa
NC_019914,Staphylococcus hominis
NC_019915,Staphylococcus capitis
NC_019916,Lactiplantibacillus plantarum
NC_019917,Burkholderia cenocepacia
NC_019918,Pseudomonas aeruginosa
NC_019924,Clostridium sporogenes
NC_019927,Cronobacter sakazakii
NC_019928,Helicobacter pylori
NC_019929,Erwinia amylovora
NC_019930,Nostocoides jenkinsii
NC_019931,Helicobacter pylori
NC_019932,Erwinia amylovora
NC_019933,Xanthomonas citri
NC_019934,Cronobacter sakazakii
NC_019935,Pseudomonas aeruginosa
NC_019813,Pseudomonas aeruginosa
NC_019705,Escherichia coli
NC_019706,Escherichia coli
NC_019707,Escherichia coli
NC_019708,Escherichia coli
NC_019709,Escherichia coli
NC_019710,Escherichia coli
NC_019711,Escherichia coli
NC_019713,Vibrio parahaemolyticus
NC_019714,Escherichia coli
NC_019715,Escherichia coli
NC_019716,Escherichia coli
NC_019717,Escherichia coli
NC_019718,Escherichia coli
NC_019719,Escherichia coli
NC_019720,Escherichia coli
NC_019721,Escherichia coli
NC_019722,Vibrio parahaemolyticus
NC_019723,Escherichia coli
NC_019724,Escherichia coli
NC_019726,Staphylococcus aureus
NC_019767,Escherichia coli
NC_019768,Escherichia coli
NC_019769,Escherichia coli
NC_019496,Clostridium perfringens
NC_019500,Escherichia coli
NC_019501,Escherichia coli
NC_019502,Bacillus thuringiensis
NC_019503,Escherichia coli
NC_019504,Erwinia amylovora
NC_019505,Escherichia coli
NC_019506,Clostridium perfringens
NC_019507,Campylobacter sp.
NC_019508,Clostridium perfringens
NC_019509,Cronobacter sakazakii
NC_019510,Erwinia amylovora
NC_019511,Staphylococcus aureus
NC_019512,Helicobacter pylori
NC_019513,Staphylococcus aureus
NC_019514,Erwinia amylovora
NC_019515,Bacillus cereus
NC_019517,Escherichia coli
NC_019518,Vibrio cholerae
NC_019520,Escherichia sp.
NC_019522,Pectobacterium carotovorum
NC_019523,Clostridium perfringens
NC_019525,Bdellovibrio bacteriovorus
NC_019526,Klebsiella sp.
NC_019527,Aeromonas salmonicida
NC_019528,Aeromonas salmonicida
NC_019529,Vibrio parahaemolyticus
NC_019530,Salmonella enterica
NC_019538,Aeromonas hydrophila
NC_019539,Salmonella enterica
NC_019540,Salinivibrio costicola
NC_019541,Acinetobacter baumannii
NC_019543,Aeromonas salmonicida
NC_019545,Salmonella enterica
NC_019548,Ralstonia solanacearum
NC_017674,Pseudomonas aeruginosa
NC_019442,Escherichia coli
NC_019445,Escherichia coli
