Accession,Organism_Name,Species,Genus,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
NC_078320,Orthonairovirus tomdiense,Orthonairovirus tomdiense,Orthonairovirus,Nairoviridae,,TT1,11943,complete,Turkey,Hyalomma aegyptium,,"Ergunay,K., Dincer,E., Kar,S., Emanet,N., Yalcinkaya,D., Polat Dincer,P.F., Brinkmann,A., Hacioglu,S., Nitsche,A., Ozkul,A., Linton,Y.M.",2017-06,2023-05-07,ssRNA(-)
NC_078321,Orthonairovirus tomdiense,Orthonairovirus tomdiense,Orthonairovirus,Nairoviridae,,TT1,4077,complete,Turkey,Hyalomma aegyptium,,"Ergunay,K., Dincer,E., Kar,S., Emanet,N., Yalcinkaya,D., Polat Dincer,P.F., Brinkmann,A., Hacioglu,S., Nitsche,A., Ozkul,A., Linton,Y.M.",2017-06,2023-05-07,ssRNA(-)
NC_078322,Orthonairovirus tomdiense,Orthonairovirus tomdiense,Orthonairovirus,Nairoviridae,,TT1,1452,complete,Turkey,Hyalomma aegyptium,,"Ergunay,K., Dincer,E., Kar,S., Emanet,N., Yalcinkaya,D., Polat Dincer,P.F., Brinkmann,A., Hacioglu,S., Nitsche,A., Ozkul,A., Linton,Y.M.",2017-06,2023-05-07,ssRNA(-)
NC_079139,Cotonvirus japonicus,Cotonvirus japonicum,Cotonvirus,Mimiviridae,,,1476527,complete,,,,"Takahashi,H., Fukaya,S., Song,C., Murata,K., Takemura,M.",,2023-05-07,dsDNA
NC_044935,Porcine adenovirus 3,Mastadenovirus porcustertium,Mastadenovirus,Adenoviridae,,,34094,complete,,Sus scrofa,,"Reddy,P.S., Idamakanti,N., Song,J.Y., Lee,J.B., Hyun,B.H., Park,J.H., Cha,S.H., Bae,Y.T., Tikoo,S.K., Babiuk,L.A., Derbyshire,J.B., Nagy,E., Tuboly,T., Dennis,J.R.",,2023-05-06,dsDNA
NC_055922,Pacific coast tick nairovirus,Orthonairovirus dermacentoris,Orthonairovirus,Nairoviridae,,Docc2011cons,4453,complete,USA,Dermacentor occidentalis,,"Bouquet,J., Lane,R.S., Melgar,M., Fedorova,N., Chiu,C.Y.",2011,2023-05-06,ssRNA(-)
NC_055940,Clo Mor virus,Orthonairovirus sakhalinense,Orthonairovirus,Nairoviridae,,52301-14,1662,complete,USA: Texas,Argas cooleyi,,"Walker,P.J., Widen,S.G., Wood,T.G., Guzman,H., Tesh,R.B., Vasilakis,N.",1969-07-28,2023-05-06,ssRNA(-)
NC_077216,Pepper yellows virus,Pepper yellows virus,Polerovirus,Solemoviridae,,,6096,complete,Greece,Capsicum annuum,,"Lotos,L.",2014-01,2023-05-06,ssRNA(+)
NC_077666,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,3682,complete,,,,"Giebel,L.B., Stohwasser,R., Zoller,L., Bautz,E.K., Darai,G.",,2023-05-06,ssRNA(-)
NC_077667,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,6550,complete,,,,"Stohwasser,R., Raab,K., Darai,G., Bautz,E.K.",,2023-05-06,ssRNA(-)
NC_077668,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,,1784,complete,,,,"Stohwasser,R., Giebel,L.B., Zoller,L., Bautz,E.K., Darai,G.",,2023-05-06,ssRNA(-)
NC_077669,Orthohantavirus sinnombreense,Orthohantavirus sinnombreense,Orthohantavirus,Hantaviridae,,NM R11,2060,complete,,Peromyscus maniculatus,,"Chizhikov,V.E., Spiropoulou,C.F., Morzunov,S.P., Monroe,M.C., Peters,C.J., Nichol,S.T.",,2023-05-06,ssRNA(-)
NC_077670,Orthohantavirus sinnombreense,Orthohantavirus sinnombreense,Orthohantavirus,Hantaviridae,,NM R11,3696,complete,,Peromyscus maniculatus,,"Chizhikov,V.E., Spiropoulou,C.F., Morzunov,S.P., Monroe,M.C., Peters,C.J., Nichol,S.T.",,2023-05-06,ssRNA(-)
NC_077671,Orthohantavirus sinnombreense,Orthohantavirus sinnombreense,Orthohantavirus,Hantaviridae,,NM R11,6562,complete,,Peromyscus maniculatus,,"Chizhikov,V.E., Spiropoulou,C.F., Morzunov,S.P., Monroe,M.C., Peters,C.J., Nichol,S.T.",,2023-05-06,ssRNA(-)
NC_077674,Gentian mosaic virus,Fabavirus gentianae,Fabavirus,Secoviridae,,N-1,3372,complete,,,,"Kobayashi,Y.O., Kobayashi,A., Hagiwara,K., Uga,H., Mikoshiba,Y., Naito,T., Honda,Y., Omura,T.",,2023-05-06,ssRNA(+)
NC_077675,Gentian mosaic virus,Fabavirus gentianae,Fabavirus,Secoviridae,,N-1,5836,complete,,,,"Kobayashi,Y.O., Kobayashi,A., Hagiwara,K., Uga,H., Mikoshiba,Y., Naito,T., Honda,Y., Omura,T.",,2023-05-06,ssRNA(+)
NC_077680,Tomato mottle leaf curl virus,Begomovirus solanumvariatuminvolutionis,Begomovirus,Geminiviridae,,BR:Jai13:08,2630,complete,Brazil,Solanum lycopersicum,,,2008,2023-05-06,ssDNA(+/-)
NC_077695,Cannabis cryptic virus,Betapartitivirus cannabis,Betapartitivirus,Partitiviridae,,Fedora17,2290,complete,Germany,Cannabis sativa,,"Ziegler,A., Matousek,J., Steger,G., Schubert,J.",2010-10,2023-05-06,dsRNA
NC_077696,Cannabis cryptic virus,Betapartitivirus cannabis,Betapartitivirus,Partitiviridae,,Fedora17,2420,complete,Germany,Cannabis sativa,,"Ziegler,A., Matousek,J., Steger,G., Schubert,J.",2010-10,2023-05-06,dsRNA
NC_077711,Sida micrantha mosaic virus,Begomovirus sidamicranthae,Begomovirus,Geminiviridae,,A1B3,2659,complete,Brazil,,,"Jovel,J., Reski,G., Rothenstein,D., Ringel,M., Frischmuth,T., Jeske,H.",,2023-05-06,ssDNA(+/-)
NC_077712,Sida micrantha mosaic virus,Begomovirus sidamicranthae,Begomovirus,Geminiviridae,,A1B3,2629,complete,Brazil,,,"Jovel,J., Reski,G., Rothenstein,D., Ringel,M., Frischmuth,T., Jeske,H.",,2023-05-06,ssDNA(+/-)
NC_077719,Cotton yellow mosaic virus,Begomovirus gossypiflavi,Begomovirus,Geminiviridae,,BN-Gos-San2-14,2766,complete,Benin,Gossypium raimondii,,"Leke,W.N., Khatabi,B., Mignouna,D.B., Brown,J.K., Fondong,V.N.",2014,2023-05-06,ssDNA(+/-)
NC_077720,Cotton yellow mosaic virus,Begomovirus gossypiflavi,Begomovirus,Geminiviridae,,BN-Gos-San2-14,2716,complete,Benin,Gossypium raimondii,,"Leke,W.N., Khatabi,B., Mignouna,D.B., Brown,J.K., Fondong,V.N.",2014,2023-05-06,ssDNA(+/-)
NC_077721,Maize rough dwarf virus,Fijivirus zeae,Fijivirus,Spinareoviridae,,JO-4,2193,complete,France,Zea mays,,"Svanella-Dumas,L., Marais,A., Faure,C., Theil,S., Thibord,J.-B., Candresse,T.",2015,2023-05-06,dsRNA
NC_077722,Maize rough dwarf virus,Fijivirus zeae,Fijivirus,Spinareoviridae,,JO-4,1900,complete,France,Zea mays,,"Svanella-Dumas,L., Marais,A., Faure,C., Theil,S., Thibord,J.-B., Candresse,T.",2015,2023-05-06,dsRNA
NC_077723,Maize rough dwarf virus,Fijivirus zeae,Fijivirus,Spinareoviridae,,JO-4,1936,complete,France,Zea mays,,"Svanella-Dumas,L., Marais,A., Faure,C., Theil,S., Thibord,J.-B., Candresse,T.",2015,2023-05-06,dsRNA
NC_077724,Maize rough dwarf virus,Fijivirus zeae,Fijivirus,Spinareoviridae,,JO-4,1802,complete,France,Zea mays,,"Svanella-Dumas,L., Marais,A., Faure,C., Theil,S., Thibord,J.-B., Candresse,T.",2015,2023-05-06,dsRNA
NC_077725,Maize rough dwarf virus,Fijivirus zeae,Fijivirus,Spinareoviridae,,JO-4,3164,complete,France,Zea mays,,"Svanella-Dumas,L., Marais,A., Faure,C., Theil,S., Thibord,J.-B., Candresse,T.",2015,2023-05-06,dsRNA
NC_077726,Maize rough dwarf virus,Fijivirus zeae,Fijivirus,Spinareoviridae,,JO-4,4502,complete,France,Zea mays,,"Svanella-Dumas,L., Marais,A., Faure,C., Theil,S., Thibord,J.-B., Candresse,T.",2015,2023-05-06,dsRNA
NC_077727,Maize rough dwarf virus,Fijivirus zeae,Fijivirus,Spinareoviridae,,JO-4,3573,complete,France,Zea mays,,"Svanella-Dumas,L., Marais,A., Faure,C., Theil,S., Thibord,J.-B., Candresse,T.",2015,2023-05-06,dsRNA
NC_077728,Maize rough dwarf virus,Fijivirus zeae,Fijivirus,Spinareoviridae,,JO-4,3617,complete,France,Zea mays,,"Svanella-Dumas,L., Marais,A., Faure,C., Theil,S., Thibord,J.-B., Candresse,T.",2015,2023-05-06,dsRNA
NC_077729,Maize rough dwarf virus,Fijivirus zeae,Fijivirus,Spinareoviridae,,JO-4,3813,complete,France,Zea mays,,"Svanella-Dumas,L., Marais,A., Faure,C., Theil,S., Thibord,J.-B., Candresse,T.",2015,2023-05-06,dsRNA
NC_077730,Maize rough dwarf virus,Fijivirus zeae,Fijivirus,Spinareoviridae,,JO-4,2645,complete,France,Zea mays,,"Svanella-Dumas,L., Marais,A., Faure,C., Theil,S., Thibord,J.-B., Candresse,T.",2015,2023-05-06,dsRNA
NC_077751,Avian orthoreovirus,Orthoreovirus avis,Orthoreovirus,Spinareoviridae,,,2039,complete,Japan:Wakayama,Hypsipetes amaurotis,abdominal cavity,"Kirisawa,R., Ogasawara,Y., Kikuchi,N., Ueda,H.",2011-02,2023-05-06,dsRNA
NC_077752,Avian orthoreovirus,Orthoreovirus avis,Orthoreovirus,Spinareoviridae,,,1325,complete,Japan:Wakayama,Hypsipetes amaurotis,abdominal cavity,"Kirisawa,R., Ogasawara,Y., Kikuchi,N., Ueda,H.",2011-02,2023-05-06,dsRNA
NC_077753,Avian orthoreovirus,Orthoreovirus avis,Orthoreovirus,Spinareoviridae,,,4011,complete,Japan:Wakayama,Hypsipetes amaurotis,abdominal cavity,"Kirisawa,R., Ogasawara,Y., Kikuchi,N., Ueda,H.",2011-02,2023-05-06,dsRNA
NC_077754,Avian orthoreovirus,Orthoreovirus avis,Orthoreovirus,Spinareoviridae,,,3829,complete,Japan:Wakayama,Hypsipetes amaurotis,abdominal cavity,"Kirisawa,R., Ogasawara,Y., Kikuchi,N., Ueda,H.",2011-02,2023-05-06,dsRNA
NC_077755,Avian orthoreovirus,Orthoreovirus avis,Orthoreovirus,Spinareoviridae,,,1201,complete,Japan:Wakayama,Hypsipetes amaurotis,abdominal cavity,"Kirisawa,R., Ogasawara,Y., Kikuchi,N., Ueda,H.",2011-02,2023-05-06,dsRNA
NC_077756,Avian orthoreovirus,Orthoreovirus avis,Orthoreovirus,Spinareoviridae,,,3903,complete,Japan:Wakayama,Hypsipetes amaurotis,abdominal cavity,"Kirisawa,R., Ogasawara,Y., Kikuchi,N., Ueda,H.",2011-02,2023-05-06,dsRNA
NC_077757,Avian orthoreovirus,Orthoreovirus avis,Orthoreovirus,Spinareoviridae,,,2287,complete,Japan:Wakayama,Hypsipetes amaurotis,abdominal cavity,"Kirisawa,R., Ogasawara,Y., Kikuchi,N., Ueda,H.",2011-02,2023-05-06,dsRNA
NC_077758,Avian orthoreovirus,Orthoreovirus avis,Orthoreovirus,Spinareoviridae,,,2156,complete,Japan:Wakayama,Hypsipetes amaurotis,abdominal cavity,"Kirisawa,R., Ogasawara,Y., Kikuchi,N., Ueda,H.",2011-02,2023-05-06,dsRNA
NC_077759,Avian orthoreovirus,Orthoreovirus avis,Orthoreovirus,Spinareoviridae,,,1637,complete,Japan:Wakayama,Hypsipetes amaurotis,abdominal cavity,"Kirisawa,R., Ogasawara,Y., Kikuchi,N., Ueda,H.",2011-02,2023-05-06,dsRNA
NC_077760,Avian orthoreovirus,Orthoreovirus avis,Orthoreovirus,Spinareoviridae,,,1205,complete,Japan:Wakayama,Hypsipetes amaurotis,abdominal cavity,"Kirisawa,R., Ogasawara,Y., Kikuchi,N., Ueda,H.",2011-02,2023-05-06,dsRNA
NC_077761,Wenzhou crab virus 2,Chuvivirus canceris,Chuvivirus,Chuviridae,,,4698,complete,China,Charybdis japonica,,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.",2013,2023-05-06,ssRNA(-)
NC_077762,Wenzhou crab virus 2,Chuvivirus canceris,Chuvivirus,Chuviridae,,,6959,complete,China,Charybdis japonica,,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.",2013,2023-05-06,ssRNA(-)
NC_077763,Lishi spider virus 1,Scarabeuvirus lishiense,Scarabeuvirus,Chuviridae,,,7051,complete,China,Parasteatoda tepidariorum,,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.",2013,2023-05-06,ssRNA(-)
NC_077764,Lishi spider virus 1,Scarabeuvirus lishiense,Scarabeuvirus,Chuviridae,,,4426,complete,China,Parasteatoda tepidariorum,,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.",2013,2023-05-06,ssRNA(-)
NC_077769,Infectious bursal disease virus,Avibirnavirus gumboroense,Avibirnavirus,Birnaviridae,,"1977, from Schobries et al (1977)",3261,complete,,,,"Mundt,E., Muller,H.",,2023-05-06,dsRNA
NC_077770,Infectious bursal disease virus,Avibirnavirus gumboroense,Avibirnavirus,Birnaviridae,,1977 from Schobries et al (1977),2827,complete,,,,"Mundt,E., Muller,H.",,2023-05-06,dsRNA
NC_077800,Peach leaf pitting-associated virus,Fabavirus persicae,Fabavirus,Secoviridae,,XJ-6,3861,complete,China,Prunus persica,,"He,Y., Cai,L., Zhou,L., Yang,Z., Hong,N., Wang,G., Li,S., Xu,W.",2013-05,2023-05-06,ssRNA(+)
NC_077801,Peach leaf pitting-associated virus,Fabavirus persicae,Fabavirus,Secoviridae,,XJ-6,6357,complete,China,Prunus persica,,"He,Y., Cai,L., Zhou,L., Yang,Z., Hong,N., Wang,G., Li,S., Xu,W.",2013-05,2023-05-06,ssRNA(+)
NC_077802,West African Asystasia virus 1,Begomovirus asystasiaprimi,Begomovirus,Geminiviridae,,Benin-asystasia-58-14,2661,complete,Benin,Asystasia,,"Leke,W.N., Mignouna,D.B., Brown,J.K., Fondong,V.N.",2014,2023-05-06,ssDNA(+/-)
NC_077803,West African Asystasia virus 1,Begomovirus asystasiaprimi,Begomovirus,Geminiviridae,,Benin-asystasia-58-14,2728,complete,Benin,Asystasia,,"Leke,W.N., Mignouna,D.B., Brown,J.K., Fondong,V.N.",2014,2023-05-06,ssDNA(+/-)
NC_077806,Mammarenavirus choriomeningitidis,Mammarenavirus choriomeningitidis,Mammarenavirus,Arenaviridae,,,7228,complete,,,,"Grande-Perez,A., Gomez-Mariano,G., Lowenstein,P.R., Domingo,E.",,2023-05-06,ssRNA(+/-)
NC_077807,Mammarenavirus choriomeningitidis,Mammarenavirus choriomeningitidis,Mammarenavirus,Arenaviridae,,,3376,complete,,,,"Grande-Perez,A., Gomez-Mariano,G., Lowenstein,P.R., Domingo,E.",,2023-05-06,ssRNA(+/-)
NC_077808,La Crosse virus,Orthobunyavirus lacrosseense,Orthobunyavirus,Peribunyaviridae,,,984,complete,USA: Minnesota,,,"Bennett,R.S., Ton,D.R., Hanson,C.T., Murphy,B.R., Whitehead,S.S.",1960,2023-05-06,ssRNA(-)
NC_077809,La Crosse virus,Orthobunyavirus lacrosseense,Orthobunyavirus,Peribunyaviridae,,,4526,complete,USA: Minnesota,,,"Bennett,R.S., Ton,D.R., Hanson,C.T., Murphy,B.R., Whitehead,S.S.",1960,2023-05-06,ssRNA(-)
NC_077810,La Crosse virus,Orthobunyavirus lacrosseense,Orthobunyavirus,Peribunyaviridae,,,6980,complete,USA: Minnesota,,,"Bennett,R.S., Ton,D.R., Hanson,C.T., Murphy,B.R., Whitehead,S.S.",1960,2023-05-06,ssRNA(-)
NC_077817,Botryosphaeria dothidea chrysovirus 1,Betachrysovirus botryosphaeriae,Betachrysovirus,Chrysoviridae,,LW-1,3654,complete,China,Botryosphaeria dothidea,,"Wang,L., Jiang,J., Wang,Y., Hong,N., Zhang,F., Xu,W., Wang,G.",2013-07-21,2023-05-06,dsRNA
NC_077818,Botryosphaeria dothidea chrysovirus 1,Betachrysovirus botryosphaeriae,Betachrysovirus,Chrysoviridae,,LW-1,2574,complete,China,Botryosphaeria dothidea,,"Wang,L., Jiang,J., Wang,Y., Hong,N., Zhang,F., Xu,W., Wang,G.",2013-07-21,2023-05-06,dsRNA
NC_077819,Botryosphaeria dothidea chrysovirus 1,Betachrysovirus botryosphaeriae,Betachrysovirus,Chrysoviridae,,LW-1,2597,complete,China,Botryosphaeria dothidea,,"Wang,L., Jiang,J., Wang,Y., Hong,N., Zhang,F., Xu,W., Wang,G.",2013-07-21,2023-05-06,dsRNA
NC_077820,Botryosphaeria dothidea chrysovirus 1,Betachrysovirus botryosphaeriae,Betachrysovirus,Chrysoviridae,,LW-1,2773,complete,China,Botryosphaeria dothidea,,"Wang,L., Jiang,J., Wang,Y., Hong,N., Zhang,F., Xu,W., Wang,G.",2013-07-21,2023-05-06,dsRNA
NC_077825,Calla lily chlorotic spot virus,Orthotospovirus callaflavi,Orthotospovirus,Tospoviridae,WSMoV,,8911,complete,Taiwan,Lilium,,"Chen,T.-C., Li,J.-T., Lin,Y.-P., Yeh,Y.-C., Kang,Y.-C., Huang,L.-H., Yeh,S.-D.",2001-05,2023-05-06,ssRNA(+/-)
NC_077826,Calla lily chlorotic spot virus,Orthotospovirus callaflavi,Orthotospovirus,Tospoviridae,WSMoV serotype Calla lily chlorotic spot virus,Calla lily,3172,complete,Taiwan,,,"Lin,Y.H., Chen,T.C., Hsu,H.T., Liu,F.L., Chu,F.H., Chen,C.C., Lin,Y.Z., Yeh,S.D., Chen,T.-C., Lin,Y.-H., Yeh,S.-D.",,2023-05-06,ssRNA(+/-)
NC_077827,Calla lily chlorotic spot virus,Orthotospovirus callaflavi,Orthotospovirus,Tospoviridae,WSMoV,,4704,complete,Taiwan,Lilium,,"Chen,T.-C., Li,J.-T., Lin,Y.-P., Yeh,Y.-C., Kang,Y.-C., Huang,L.-H., Yeh,S.-D.",2001-05,2023-05-06,ssRNA(+/-)
NC_077828,Thimiri virus,Orthobunyavirus thimiriense,Orthobunyavirus,Peribunyaviridae,,,984,complete,"India: Thimiri, Walljah Tk., N. Arcot District",Ardeola grayii,,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.",1963-08-23,2023-05-06,ssRNA(-)
NC_077829,Thimiri virus,Orthobunyavirus thimiriense,Orthobunyavirus,Peribunyaviridae,,,4443,complete,"India: Thimiri, Walljah Tk., N. Arcot District",Ardeola grayii,,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.",1963-08-23,2023-05-06,ssRNA(-)
NC_077830,Thimiri virus,Orthobunyavirus thimiriense,Orthobunyavirus,Peribunyaviridae,,,6991,complete,"India: Thimiri, Walljah Tk., N. Arcot District",Ardeola grayii,,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.",1963-08-23,2023-05-06,ssRNA(-)
NC_077831,Main Drain virus,Orthobunyavirus kernense,Orthobunyavirus,Peribunyaviridae,,,6847,complete,USA: New Mexico,Aedes vexans,,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.",1972,2023-05-06,ssRNA(-)
NC_077832,Main Drain virus,Orthobunyavirus kernense,Orthobunyavirus,Peribunyaviridae,,,939,complete,USA: New Mexico,Aedes vexans,,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.",1972,2023-05-06,ssRNA(-)
NC_077833,Main Drain virus,Orthobunyavirus kernense,Orthobunyavirus,Peribunyaviridae,,,4481,complete,USA: New Mexico,Aedes vexans,,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.",1972,2023-05-06,ssRNA(-)
NC_077834,Manzanilla virus,Orthobunyavirus manzanillaense,Orthobunyavirus,Peribunyaviridae,,TRVL 3586,4516,complete,Trinidad and Tobago: Trinidad,Alouatta seniculus,,"Ladner,J.T., Savji,N., Lofts,L., Travassos da Rosa,A., Wiley,M.R., Gestole,M.C., Rosen,G.E., Guzman,H., Vasconcelos,P.F., Nunes,M.R., J Kochel,T., Lipkin,W.I., Tesh,R.B., Palacios,G., Wiley,M., Vasconcelos,P.F.C., Nunes,M.R.T., Lipkin,I.",1954,2023-05-06,ssRNA(-)
NC_077835,Manzanilla virus,Orthobunyavirus manzanillaense,Orthobunyavirus,Peribunyaviridae,,TRVL 3586,982,complete,Trinidad and Tobago: Trinidad,Alouatta seniculus,,"Ladner,J.T., Savji,N., Lofts,L., Travassos da Rosa,A., Wiley,M.R., Gestole,M.C., Rosen,G.E., Guzman,H., Vasconcelos,P.F., Nunes,M.R., J Kochel,T., Lipkin,W.I., Tesh,R.B., Palacios,G., Wiley,M., Vasconcelos,P.F.C., Nunes,M.R.T., Lipkin,I.",1954,2023-05-06,ssRNA(-)
NC_077836,Manzanilla virus,Orthobunyavirus manzanillaense,Orthobunyavirus,Peribunyaviridae,,TRVL 3586,6916,complete,Trinidad and Tobago: Trinidad,Alouatta seniculus,,"Ladner,J.T., Savji,N., Lofts,L., Travassos da Rosa,A., Wiley,M.R., Gestole,M.C., Rosen,G.E., Guzman,H., Vasconcelos,P.F., Nunes,M.R., J Kochel,T., Lipkin,W.I., Tesh,R.B., Palacios,G., Wiley,M., Vasconcelos,P.F.C., Nunes,M.R.T., Lipkin,I.",1954,2023-05-06,ssRNA(-)
NC_077837,Mammalian orthoreovirus 3 Dearing,Orthoreovirus mammalis,Orthoreovirus,Spinareoviridae,3,Dearing,1198,complete,USA,Homo sapiens,,"Hosseini,M., Brown,E.G., Bell,J.C.",2002-01,2023-05-06,dsRNA
NC_077838,Mammalian orthoreovirus 3 Dearing,Orthoreovirus mammalis,Orthoreovirus,Spinareoviridae,3,Dearing,1196,complete,USA,Homo sapiens,,"Hosseini,M., Brown,E.G., Bell,J.C.",2002-01,2023-05-06,dsRNA
NC_077839,Mammalian orthoreovirus 3 Dearing,Orthoreovirus mammalis,Orthoreovirus,Spinareoviridae,3,Dearing,3860,complete,USA,Homo sapiens,,"Hosseini,M., Brown,E.G., Bell,J.C.",2002-01,2023-05-06,dsRNA
NC_077840,Mammalian orthoreovirus 3 Dearing,Orthoreovirus mammalis,Orthoreovirus,Spinareoviridae,3,Dearing,3916,complete,USA,Homo sapiens,,"Hosseini,M., Brown,E.G., Bell,J.C.",2002-01,2023-05-06,dsRNA
NC_077841,Mammalian orthoreovirus 3 Dearing,Orthoreovirus mammalis,Orthoreovirus,Spinareoviridae,3,Dearing,2304,complete,USA,Homo sapiens,,"Hosseini,M., Brown,E.G., Bell,J.C.",2002-01,2023-05-06,dsRNA
NC_077842,Mammalian orthoreovirus 3 Dearing,Orthoreovirus mammalis,Orthoreovirus,Spinareoviridae,3,Dearing,3901,complete,USA,Homo sapiens,,"Hosseini,M., Brown,E.G., Bell,J.C.",2002-01,2023-05-06,dsRNA
NC_077843,Mammalian orthoreovirus 3 Dearing,Orthoreovirus mammalis,Orthoreovirus,Spinareoviridae,3,Dearing,2207,complete,USA,Homo sapiens,,"Hosseini,M., Brown,E.G., Bell,J.C.",2002-01,2023-05-06,dsRNA
NC_077844,Mammalian orthoreovirus 3 Dearing,Orthoreovirus mammalis,Orthoreovirus,Spinareoviridae,3,Dearing,1416,complete,USA,Homo sapiens,,"Hosseini,M., Brown,E.G., Bell,J.C.",2002-01,2023-05-06,dsRNA
NC_077845,Mammalian orthoreovirus 3 Dearing,Orthoreovirus mammalis,Orthoreovirus,Spinareoviridae,3,Dearing,2241,complete,USA,Homo sapiens,,"Hosseini,M., Brown,E.G., Bell,J.C.",2002-01,2023-05-06,dsRNA
NC_077846,Mammalian orthoreovirus 3 Dearing,Orthoreovirus mammalis,Orthoreovirus,Spinareoviridae,3,Dearing,1331,complete,USA,Homo sapiens,,"Hosseini,M., Brown,E.G., Bell,J.C.",2002-01,2023-05-06,dsRNA
NC_077869,Chilibre virus,Pacuvirus chilibreense,Pacuvirus,Peribunyaviridae,,VP-118D,1052,complete,Panama: Canal Zone,Lutzomyia,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",1969-09-29,2023-05-06,ssRNA(-)
NC_077870,Chilibre virus,Pacuvirus chilibreense,Pacuvirus,Peribunyaviridae,,VP-118D,6836,complete,Panama: Canal Zone,Lutzomyia,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",1969-09-29,2023-05-06,ssRNA(-)
NC_077871,Chilibre virus,Pacuvirus chilibreense,Pacuvirus,Peribunyaviridae,,VP-118D,4655,complete,Panama: Canal Zone,Lutzomyia,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",1969-09-29,2023-05-06,ssRNA(-)
NC_078006,Tai Forest reovirus,Coltivirus taiense,Coltivirus,Spinareoviridae,,,1845,complete,Cote d'Ivoire: Tai National Park,Molossidae,,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.",2006,2023-05-06,dsRNA
NC_078007,Tai Forest reovirus,Coltivirus taiense,Coltivirus,Spinareoviridae,,,971,complete,Cote d'Ivoire: Tai National Park,Molossidae,,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.",2006,2023-05-06,dsRNA
