Accession,Host,order,family,genus,species
NC_073203.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073204.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073205.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073206.1,Salmonella sp.,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
NC_073207.1,Salmonella sp.,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella sp.
NC_073208.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073209.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073210.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073211.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073212.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073213.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073214.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073215.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073216.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073217.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073218.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073219.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_073050.1,Bacillus subtilis,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
NC_073051.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073052.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073053.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073054.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073055.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073056.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073057.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073058.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073059.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073060.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073061.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073062.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073063.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073064.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073065.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073066.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073067.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073068.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073070.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073071.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073072.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073073.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073074.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073075.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073076.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073078.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073079.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073080.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073081.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073082.1,Shigella boydii,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii
NC_073083.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073084.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073085.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073086.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073087.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073088.1,Escherichia sp.,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia sp.
NC_073089.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_073090.1,Bacillus anthracis,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
NC_073091.1,Bacillus thuringiensis,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
NC_072809.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_072810.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_072811.1,Escherichia coli,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
NC_072498.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_072499.1,Xanthomonas arboricola,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas arboricola
NC_072500.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_072501.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_072502.1,Pseudomonas putida,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
NC_072503.1,Sphingomonas turrisvirgatae,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas turrisvirgatae
NC_072504.1,Stenotrophomonas maltophilia,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas maltophilia
NC_071142.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071144.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071145.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071146.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071147.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071148.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071149.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071150.1,Klebsiella sp.,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella sp.
NC_071151.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071152.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071153.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071154.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071155.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071156.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071157.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071128.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071129.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071131.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071132.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071133.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071135.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071136.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071138.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071139.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071140.1,Escherichia sp.,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia sp.
NC_071141.1,Klebsiella pneumoniae,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
NC_071036.1,Stenotrophomonas maltophilia,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas maltophilia
NC_071037.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_071038.1,Salmonella enterica,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
NC_071039.1,Pseudomonas aeruginosa,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
NC_071040.1,Bacillus cereus,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
NC_071041.1,Bacillus cereus,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
NC_071042.1,Bacillus anthracis,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
NC_071043.1,Bacillus cereus,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
NC_071044.1,Bacillus anthracis,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
NC_071045.1,Bacillus cereus,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
NC_071046.1,Bacillus anthracis,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
NC_071047.1,Bacillus anthracis,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
NC_071048.1,Bacillus anthracis,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
NC_071049.1,Sutcliffiella cohnii,Bacillales,Bacillaceae,Sutcliffiella,Sutcliffiella cohnii
NC_071050.1,Bacillus subtilis,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
NC_071051.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071052.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071053.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071054.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071055.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071056.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071057.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071058.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071059.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071060.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071061.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071062.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071063.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071064.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071065.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071066.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071067.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071068.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071069.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071070.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071071.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071072.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071073.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071074.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071075.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071076.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071077.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071078.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071079.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071080.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071081.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071082.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071083.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071084.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071085.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_071086.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070654.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070655.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070656.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070657.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070658.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070659.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070660.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070661.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070662.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070663.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070664.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070665.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070666.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070667.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070668.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070669.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070670.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070671.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070672.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070673.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070674.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070675.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070676.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070677.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070678.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070679.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070680.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070681.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070682.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070683.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070684.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070685.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070686.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070687.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070688.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070689.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070690.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070691.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070692.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070693.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070694.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070695.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070696.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070697.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070698.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070699.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
NC_070700.1,Streptococcus thermophilus,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
